Display Name,Username,IsVerified,Account Created,Followers Count,Friends Count,Statuses Count,User Location,List Count,User Bio
Amalka Ariyathilaka,Amalka_Ari,FALSE,2011-10-22 11:25:05+00:00,478,672,1381,"Matara, Sri Lanka",1,අමල්ක ආරියතිලක | Sri Lankan | Buddhist | Sinhalese | Matara | Rahula College - '15 | ROPA | SMSC | Photos mostly from Xiaomi Mi9T Pro
Nisal 🅰️kalanka (අකේ)®️🇱🇰 ☸️ 🇱🇰,NisalAkalanka1,FALSE,2017-01-28 19:00:08+00:00,748,353,11429,Sri Lanka,1,"👉 SRI  LANKAN  🇱🇰
👉 BUDDHIST  ☸️
👉❤ IS MY 👑 & 👑 
👉 BIG 🏏 FAN 
👉 ❤ TO 🎶"
Law & Society Trust,lstlanka,FALSE,2013-06-21 04:27:34+00:00,1152,31,1363,Sri Lanka,20,"Not-for-profit organisation engaged in human rights documentation, legal research and advocacy"
nihal,nihal83373752,FALSE,2020-03-21 11:06:04+00:00,487,3061,2707,,0,IM male
Sakuntha,Sakuntha98,FALSE,2019-04-22 02:23:27+00:00,293,476,686,,0,"Trotskyist,Writer of World Socialist Web Site"
Ridma Jayawardene,RidmaJayawarde,FALSE,2016-03-07 18:11:24+00:00,138,664,559,kekirawe ,0,Social Worker | Political Booster |Explorer | Musician |Lyrics Writter | Story writter  | Reader
Seyed H.Moulana,moulanash,FALSE,2014-07-25 18:39:25+00:00,87,18,16000,,2,
ශ්‍රී ලංකා වෙළඳ සංසදය,SLChronicle,FALSE,2019-05-18 15:50:15+00:00,31,86,116,,0,Sri Lankan Business Community
Prasad Senaratne,PrasadJSen,FALSE,2011-04-02 13:45:46+00:00,345,229,3394,Narahenpita,1,No Religion. 🕯️⚖️Every man has his breaking point🚫🔚♎ TheTelecineteam ☮️ an optimist
Buwa Live,buwalive,FALSE,2016-09-12 07:01:03+00:00,6,67,3172,,0,
අහ්සන්,AfaAhsan,FALSE,2013-11-24 18:13:05+00:00,1003,2946,7857,"Dubai, United Arab Emirates",3,#LKA #SriLanka facebook.com/ashan.fareed
Sahan,SLRandeniya,FALSE,2014-12-25 18:27:08+00:00,18,56,122,Gampaha,0,
Sisira Senpathi Kahawaththa,sisirakahawath4,FALSE,2020-03-25 17:41:22+00:00,36,158,525,Maharagama,0,
DinethMallikarachchy,dinethmallikar1,FALSE,2015-10-23 10:23:58+00:00,39,552,82,Sri Lanka,0,Male
Akila Silva,AkilaSilva8,FALSE,2018-10-14 13:46:29+00:00,9672,463,38228,Sri Lanka,6,#womenempowerwomen be the HEROINE of your life.. not the VICTIM... be your own INSPIRATION 💙 yoga 🧘‍♀️ fitness 💪 wellbeing 💙
Isuru Prabath,IamIsPra,FALSE,2015-08-19 03:20:52+00:00,3503,1708,42461,Sri Lanka,3,I’m just here to talk to myself and hope people are listening.
